virus_unid	human_unid	pred_score
NP_056788	P01859	0.027
NP_056788	Q9NY91	0.037
NP_056788	Q86TG1	0.019
NP_056788	P31645	0.031
NP_056788	Q1EHB4	0.021
NP_056788	Q9UHX3	0.025
NP_056788	Q92887	0.039
NP_056788	O60716	0.088
NP_056788	O00206	0.027
NP_056788	P63211	0.067
NP_056788	P11168	0.043
NP_056788	P30989	0.031
NP_056788	P14778	0.039
NP_056788	Q8IU80	0.022
NP_056788	O43739	0.063
NP_056788	Q9NVZ3	0.060
NP_056788	P32248	0.021
NP_056788	O15374	0.032
NP_056788	P04211	0.033
NP_056788	Q9NWF4	0.024
NP_056788	P51654	0.043
NP_056788	P54762	0.041
NP_056788	P0DOY3	0.039
NP_056788	O14944	0.039
NP_056788	Q13936	0.049
NP_056788	Q96F05	0.055
NP_056788	Q01814	0.093
NP_056788	Q14118	0.066
NP_056788	O00476	0.018
NP_056788	Q8NH01	0.011
NP_056788	Q96NR3	0.027
NP_056788	Q9Y5Y0	0.033
NP_056788	P38484	0.038
NP_056788	O95477	0.097
NP_056788	P53985	0.044
NP_056788	P62079	0.031
NP_056788	P30968	0.022
NP_056788	A0A0B4J1X8	0.047
NP_056788	Q86V35	0.066
NP_056788	P0C623	0.013
NP_056788	Q86SQ3	0.019
NP_056788	P35968	0.047
NP_056788	Q14832	0.042
NP_056788	P24530	0.023
NP_056788	P63244	0.053
NP_056788	P07948	0.072
NP_056788	Q6UX82	0.029
NP_056788	Q8WWG1	0.026
NP_056788	Q92633	0.040
NP_056788	Q7Z2K8	0.040
NP_056788	P07949	0.040
NP_056788	P0DOY2	0.042
NP_056788	Q7RTX1	0.023
NP_056788	P11912	0.025
NP_056788	Q9HAB3	0.019
NP_056788	P20138	0.032
NP_056788	A0A0K0K1C4	0.031
NP_056788	P55042	0.049
NP_056788	A0A0K0K1D8	0.033
NP_056788	O75131	0.061
NP_056788	Q9BXN2	0.027
NP_056788	Q9P273	0.048
NP_056788	P36897	0.037
NP_056788	P47898	0.025
NP_056788	A0A0B4J1Y8	0.031
NP_056788	P21802	0.053
NP_056788	Q7RTY1	0.035
NP_056788	Q8IWV2	0.069
NP_056788	Q9BX59	0.026
NP_056788	Q9H3R2	0.043
NP_056788	O00533	0.056
NP_056788	P19235	0.025
NP_056788	A0A075B6I0	0.033
NP_056788	Q08708	0.038
NP_056788	P48039	0.023
NP_056788	A0A0B4J262	0.035
NP_056788	P48145	0.018
NP_056788	Q96B33	0.017
NP_056788	Q86YT6	0.082
NP_056788	P10912	0.035
NP_056788	Q9UHI5	0.053
NP_056788	Q99705	0.026
NP_056788	P21589	0.066
NP_056788	Q96R54	0.022
NP_056788	P13688	0.038
NP_056788	A0A075B6J2	0.035
NP_056788	Q9NYV7	0.017
NP_056788	P01624	0.041
NP_056788	A0A0C4DH41	0.035
NP_056788	P61224	0.056
NP_056788	Q02223	0.040
NP_056788	P25092	0.036
NP_056788	P40199	0.035
NP_056788	Q9Y345	0.037
NP_056788	P08913	0.033
NP_056788	Q58EX2	0.051
NP_056788	P0DP58	0.037
NP_056788	O43508	0.039
NP_056788	Q8IWE4	0.029
NP_056788	Q9Y2I2	0.017
NP_056788	Q86VB7	0.045
NP_056788	O15162	0.054
NP_056788	Q86WB7	0.026
NP_056788	Q2HXU8	0.029
NP_056788	P34810	0.023
NP_056788	P01704	0.037
NP_056788	Q9NR61	0.050
NP_056788	Q14973	0.028
NP_056788	P63000	0.037
NP_056788	Q13467	0.033
NP_056788	Q30154	0.029
NP_056788	O15393	0.029
NP_056788	P18848	0.053
NP_056788	P20273	0.035
NP_056788	P58743	0.041
NP_056788	Q5DID0	0.023
NP_056788	O14638	0.022
NP_056788	A0A0B4J274	0.041
NP_056788	A0A075B6K4	0.030
NP_056788	P32239	0.025
NP_056788	Q96NY8	0.053
NP_056788	P80748	0.037
NP_056788	P58173	0.009
NP_056788	P13569	0.055
NP_056788	Q86UF1	0.039
NP_056788	P82251	0.048
NP_056788	Q06787	0.074
NP_056788	P0CG01	0.035
NP_056788	P26006	0.045
NP_056788	P26718	0.024
NP_056788	P51681	0.028
NP_056788	P33151	0.041
NP_056788	Q9BZR6	0.023
NP_056788	P50150	0.061
NP_056788	Q96RI9	0.024
NP_056788	P63215	0.063
NP_056788	P49238	0.029
NP_056788	P56817	0.033
NP_056788	O15552	0.023
NP_056788	P63218	0.053
NP_056788	P01742	0.050
NP_056788	Q6ZQN7	0.028
NP_056788	Q9BV40	0.064
NP_056788	P54709	0.047
NP_056788	P01714	0.035
NP_056788	Q9HBB8	0.042
NP_056788	O60755	0.019
NP_056788	Q14773	0.021
NP_056788	P41146	0.019
NP_056788	P17181	0.035
NP_056788	P41968	0.021
NP_056788	P15144	0.053
NP_056788	Q7L0Q8	0.046
NP_056788	P47888	0.016
NP_056788	Q14330	0.025
NP_056788	P53618	0.117
NP_056788	O94856	0.059
NP_056788	P01717	0.035
NP_056788	P0DPF4	0.044
NP_056788	Q15303	0.065
NP_056788	P21709	0.039
NP_056788	O95867	0.031
NP_056788	P13945	0.015
NP_056788	Q9NRA1	0.027
NP_056788	P79483	0.028
NP_056788	P61586	0.063
NP_056788	Q16820	0.045
NP_056788	P22732	0.039
NP_056788	Q13002	0.054
NP_056788	Q8NH72	0.019
NP_056788	A0A0B4J248	0.039
NP_056788	P16871	0.022
NP_056788	P01706	0.030
NP_056788	Q9UNQ0	0.048
NP_056788	Q8NFP4	0.047
NP_056788	P0CG04	0.047
NP_056788	P0C7T3	0.021
NP_056788	Q8WY64	0.030
NP_056788	P51151	0.055
NP_056788	P62330	0.055
NP_056788	P56539	0.034
NP_056788	P01824	0.043
NP_056788	Q6UWL6	0.016
NP_056788	Q8TCW9	0.043
NP_056788	P06731	0.032
NP_056788	Q495A1	0.028
NP_056788	Q8NI17	0.038
NP_056788	P08174	0.016
NP_056788	P55899	0.031
NP_056788	Q15669	0.037
NP_056788	P51685	0.017
NP_056788	Q99075	0.042
NP_056788	Q15109	0.035
NP_056788	P01903	0.055
NP_056788	Q14574	0.055
NP_056788	P12931	0.048
NP_056788	P01861	0.027
NP_056788	Q92482	0.043
NP_056788	Q9BXT2	0.031
NP_056788	P01768	0.047
NP_056788	P60763	0.050
NP_056788	P21860	0.060
NP_056788	Q9NRM0	0.039
NP_056788	P22681	0.058
NP_056788	O94956	0.017
NP_056788	O14493	0.036
NP_056788	Q9NQC7	0.077
NP_056788	Q9NPH3	0.033
NP_056788	A0A0B4J234	0.037
NP_056788	P11234	0.061
NP_056788	P57735	0.062
NP_056788	P60507	0.025
NP_056788	A0A0B4J1Y9	0.039
NP_056788	A6NF89	0.013
NP_056788	Q5SSG8	0.039
NP_056788	Q9GZQ4	0.020
NP_056788	Q6UXK2	0.049
NP_056788	A0A1B0GX68	0.035
NP_056788	Q9BZM2	0.029
NP_056788	Q04900	0.035
NP_056788	P0DMS8	0.029
NP_056788	P0DP07	0.045
NP_056788	Q16625	0.052
NP_056788	A6ND48	0.017
NP_056788	P35916	0.039
NP_056788	Q5MY95	0.019
NP_056788	Q99497	0.063
NP_056788	O95500	0.037
NP_056788	Q15762	0.031
NP_056788	P04921	0.047
NP_056788	Q6UY09	0.025
NP_056788	P17813	0.023
NP_056788	Q9Y5N1	0.029
NP_056788	P49006	0.055
NP_056788	Q9HC73	0.039
NP_056788	Q8NHC7	0.013
NP_056788	P60953	0.053
NP_056788	Q9H2X3	0.039
NP_056788	Q9Y639	0.040
NP_056788	P15328	0.030
NP_056788	O15056	0.053
NP_056788	Q9UI14	0.037
NP_056788	P34903	0.046
NP_056788	P16473	0.026
NP_056788	P06315	0.049
NP_056788	Q9H665	0.021
NP_056788	O00222	0.055
NP_056788	P00533	0.053
NP_056788	P56748	0.031
NP_056788	Q13651	0.029
NP_056788	P29017	0.021
NP_056788	O14931	0.027
NP_056788	P35346	0.021
NP_056788	P48960	0.034
NP_056788	P50052	0.025
NP_056788	O95977	0.019
NP_056788	Q96FL8	0.026
NP_056788	A0A075B6U4	0.033
NP_056788	A0A075B6J1	0.037
NP_056788	Q9NP72	0.059
NP_056788	P46934	0.088
NP_056788	P01833	0.043
NP_056788	P13987	0.035
NP_056788	Q9NRM6	0.028
NP_056788	Q9UQ52	0.065
NP_056788	Q99578	0.061
NP_056788	Q96R67	0.014
NP_056788	P48165	0.053
NP_056788	A0A0G2JMI3	0.054
NP_056788	P41180	0.045
NP_056788	Q9UIA0	0.056
NP_056788	P55064	0.039
NP_056788	O00155	0.018
NP_056788	A0A0C4DH55	0.042
NP_056788	P06028	0.045
NP_056788	A0A0C4DH59	0.030
NP_056788	Q99624	0.040
NP_056788	Q14714	0.029
NP_056788	Q96CW9	0.024
NP_056788	Q9H244	0.021
NP_056788	Q96JJ6	0.039
NP_056788	P51686	0.030
NP_056788	Q9BPV8	0.029
NP_056788	Q8N4C7	0.052
NP_056788	P56750	0.039
NP_056788	A0A5A6	0.039
NP_056788	O00591	0.035
NP_056788	Q8NBV8	0.032
NP_056788	P21918	0.022
NP_056788	P57764	0.024
NP_056788	A0A075B6X5	0.034
NP_056788	O95069	0.069
NP_056788	P49841	0.039
NP_056788	P08588	0.027
NP_056788	Q96PL2	0.027
NP_056788	P60201	0.026
NP_056788	Q9H209	0.015
NP_056788	O00574	0.013
NP_056788	P02786	0.064
NP_056788	Q07021	0.049
NP_056788	Q8IZA0	0.047
NP_056788	A0A087WT02	0.035
NP_056788	Q9BZW8	0.027
NP_056788	Q9BY10	0.027
NP_056788	Q9Y5Y3	0.022
NP_056788	Q9UKL4	0.027
NP_056788	P14222	0.025
NP_056788	P42081	0.025
NP_056788	O14514	0.037
NP_056788	Q03431	0.043
NP_056788	P01116	0.069
NP_056788	Q8WWQ8	0.061
NP_056788	P32302	0.018
NP_056788	Q9P232	0.052
NP_056788	P60880	0.068
NP_056788	P04433	0.048
NP_056788	Q969P0	0.028
NP_056788	Q9UKP6	0.017
NP_056788	Q9Y6Q6	0.029
NP_056788	Q8NCK7	0.013
NP_056788	Q8TD46	0.042
NP_056788	Q9HBW0	0.014
NP_056788	Q99527	0.021
NP_056788	Q9UN74	0.035
NP_056788	P35590	0.032
NP_056788	P56880	0.037
NP_056788	P15260	0.038
NP_056788	P41597	0.029
NP_056788	P08571	0.023
NP_056788	Q8TCQ1	0.030
NP_056788	P20701	0.041
NP_056788	P48023	0.033
NP_056788	Q92956	0.025
NP_056788	P01780	0.042
NP_056788	Q8IVV8	0.024
NP_056788	P07333	0.073
NP_056788	Q9NT99	0.050
NP_056788	P61952	0.053
NP_056788	O43451	0.057
NP_056788	P49407	0.049
NP_056788	P11142	0.151
NP_056788	Q01726	0.030
NP_056788	Q14833	0.043
NP_056788	Q8NGU9	0.017
NP_056788	Q15761	0.021
NP_056788	A8K7I4	0.043
NP_056788	A0A087WSZ0	0.037
NP_056788	A0A0B4J244	0.045
NP_056788	B6A8C7	0.030
NP_056788	Q99603	0.041
NP_056788	Q9NQX3	0.079
NP_056788	P35348	0.035
NP_056788	Q14002	0.033
NP_056788	P0DP08	0.041
NP_056788	P41594	0.042
NP_056788	Q12836	0.020
NP_056788	Q9GZV3	0.036
NP_056788	Q8NHA6	0.019
NP_056788	Q7Z5A4	0.028
NP_056788	P08887	0.025
NP_056788	O15394	0.053
NP_056788	O15427	0.031
NP_056788	P40238	0.017
NP_056788	O43493	0.061
NP_056788	Q19T08	0.040
NP_056788	A0A0A0MT76	0.047
NP_056788	Q13698	0.058
NP_056788	P47871	0.019
NP_056788	P51801	0.035
NP_056788	O00212	0.040
NP_056788	Q8NG11	0.035
NP_056788	Q9BWQ8	0.029
NP_056788	Q9H1C0	0.021
NP_056788	P04216	0.025
NP_056788	P31323	0.055
NP_056788	A0A075B6I6	0.035
NP_056788	P49281	0.030
NP_056788	Q9NR16	0.036
NP_056788	A0A1B0GX51	0.043
NP_056788	P54756	0.047
NP_056788	P61550	0.017
NP_056788	Q15768	0.032
NP_056788	Q9NS67	0.020
NP_056788	Q9NSA0	0.023
NP_056788	O75581	0.042
NP_056788	P25103	0.021
NP_056788	P08473	0.063
NP_056788	P37088	0.034
NP_056788	P09104	0.090
NP_056788	P16234	0.057
NP_056788	Q9BZJ7	0.018
NP_056788	Q2M3R5	0.029
NP_056788	O43193	0.017
NP_056788	P60508	0.029
NP_056788	Q8WUM9	0.059
NP_056788	P08173	0.063
NP_056788	P84095	0.041
NP_056788	Q8NGF9	0.012
NP_056788	Q8TDS5	0.018
NP_056788	P31751	0.055
NP_056788	P53708	0.043
NP_056788	Q6ZS10	0.028
NP_056788	Q9NNX6	0.041
NP_056788	A0A0G2JS06	0.029
NP_056788	Q02413	0.052
NP_056788	Q7Z444	0.035
NP_056788	P21964	0.037
NP_056788	Q6YHK3	0.027
NP_056788	Q8N3J6	0.037
NP_056788	O14804	0.014
NP_056788	P43088	0.021
NP_056788	P60852	0.021
NP_056788	P08195	0.055
NP_056788	A0A075B6K5	0.031
NP_056788	Q9UMF0	0.028
NP_056788	O14610	0.063
NP_056788	P59768	0.064
NP_056788	P61077	0.052
NP_056788	P35232	0.069
NP_056788	P48167	0.069
NP_056788	P49771	0.025
NP_056788	A0A075B6W5	0.049
NP_056788	P24394	0.031
NP_056788	Q13740	0.045
NP_056788	P06241	0.066
NP_056788	P27701	0.024
NP_056788	Q8IWU6	0.045
NP_056788	O43914	0.039
NP_056788	Q86YL7	0.053
NP_056788	P46721	0.023
NP_056788	P29466	0.043
NP_056788	P01871	0.022
NP_056788	P58181	0.015
NP_056788	Q96E93	0.024
NP_056788	O75508	0.031
NP_056788	P29474	0.035
NP_056788	Q15375	0.051
NP_056788	P25021	0.023
NP_056788	A0A075B6K0	0.036
NP_056788	Q8TDM5	0.035
NP_056788	Q10589	0.045
NP_056788	P62491	0.070
NP_056788	Q99062	0.023
NP_056788	P01709	0.041
NP_056788	Q13336	0.024
NP_056788	Q7Z7D3	0.043
NP_056788	Q15743	0.023
NP_056788	P30939	0.021
NP_056788	Q9NYB5	0.021
NP_056788	P47883	0.021
NP_056788	P30872	0.030
NP_056788	Q8NGC2	0.012
NP_056788	O60412	0.013
NP_056788	O95183	0.058
NP_056788	Q9BRK3	0.033
NP_056788	Q99523	0.045
NP_056788	A0A0C4DH38	0.039
NP_056788	P48357	0.039
NP_056788	P35414	0.025
NP_056788	A0A0A6YYK7	0.049
NP_056788	Q9Y572	0.049
NP_056788	P06858	0.039
NP_056788	Q8NGP2	0.013
NP_056788	O95497	0.023
NP_056788	Q9NV96	0.064
NP_056788	Q13241	0.023
NP_056788	Q8IV16	0.035
NP_056788	Q9UBL9	0.033
NP_056788	O00161	0.079
NP_056788	P01854	0.026
NP_056788	A0A075B6R2	0.037
NP_056788	Q9H9S5	0.033
NP_056788	P30542	0.024
NP_056788	Q13491	0.043
NP_056788	Q9NX77	0.027
NP_056788	Q01650	0.044
NP_056788	Q96DU3	0.046
NP_056788	Q14254	0.105
NP_056788	Q9BXJ7	0.030
NP_056788	P50443	0.043
NP_056788	P55290	0.043
NP_056788	P30530	0.058
NP_056788	A0A0B4J273	0.045
NP_056788	Q8TDU6	0.019
NP_056788	P30273	0.043
NP_056788	P14735	0.074
NP_056788	P01699	0.041
NP_056788	P49682	0.019
NP_056788	O00159	0.047
NP_056788	Q12913	0.044
NP_056788	P29016	0.022
NP_056788	A0M8Q6	0.044
NP_056788	P17931	0.076
NP_056788	Q68D85	0.046
NP_056788	O43157	0.037
NP_056788	P13762	0.030
NP_056788	A0A0B4J240	0.042
NP_056788	Q8NA29	0.034
NP_056788	Q9Y5Q5	0.044
NP_056788	P56746	0.027
NP_056788	A0A0B4J249	0.035
NP_056788	P06733	0.107
NP_056788	P01911	0.025
NP_056788	P51160	0.061
NP_056788	P01772	0.047
NP_056788	P01743	0.045
NP_056788	Q8NGL9	0.011
NP_056788	P46663	0.021
NP_056788	Q7Z3B1	0.035
NP_056788	O60488	0.069
NP_056788	P08865	0.060
NP_056788	P43657	0.026
NP_056788	Q86UE6	0.029
NP_056788	P05023	0.085
NP_056788	A0A075B6S9	0.041
NP_056788	Q9BTN0	0.021
NP_056788	P01880	0.039
NP_056788	Q6UXB4	0.022
NP_056788	Q8TBE7	0.037
NP_056788	P25100	0.021
NP_056788	Q16445	0.036
NP_056788	Q9H4E5	0.050
NP_056788	P13473	0.034
NP_056788	Q08881	0.059
NP_056788	Q8WWA0	0.036
NP_056788	Q9Y271	0.026
NP_056788	Q92637	0.019
NP_056788	Q86Y78	0.029
NP_056788	Q96MU8	0.037
NP_056788	Q9GZZ7	0.019
NP_056788	Q9ULV4	0.038
NP_056788	P49190	0.025
NP_056788	A0A087WT01	0.044
NP_056788	Q5T442	0.028
NP_056788	P35368	0.027
NP_056788	Q9HBW9	0.021
NP_056788	P15391	0.022
NP_056788	P17948	0.041
NP_056788	Q9Y275	0.039
NP_056788	O95484	0.039
NP_056788	P61020	0.053
NP_056788	P0DSN7	0.036
NP_056788	Q9H228	0.021
NP_056788	O15551	0.044
NP_056788	P07911	0.031
NP_056788	P59922	0.020
NP_056788	A0A0C4DH68	0.040
NP_056788	Q53GD3	0.019
NP_056788	Q7RTY0	0.023
NP_056788	P01860	0.025
NP_056788	P14784	0.027
NP_056788	Q08828	0.043
NP_056788	P01602	0.040
NP_056788	O00299	0.038
NP_056788	Q9BRT3	0.059
NP_056788	P51157	0.046
NP_056788	P28223	0.021
NP_056788	Q8WY07	0.029
NP_056788	Q9H2Y9	0.024
NP_056788	P23083	0.042
NP_056788	O60500	0.029
NP_056788	P62834	0.071
NP_056788	Q12974	0.065
NP_056788	Q99467	0.025
NP_056788	P00918	0.048
NP_056788	O95274	0.029
NP_056788	P0CF74	0.043
NP_056788	A0A0B4J279	0.051
NP_056788	P54753	0.041
NP_056788	P01718	0.033
NP_056788	P16410	0.027
NP_056788	Q8NGY0	0.013
NP_056788	P0CG37	0.017
NP_056788	Q9UJU6	0.058
NP_056788	P0DP06	0.041
NP_056788	P19440	0.073
NP_056788	P43119	0.019
NP_056788	Q9UN72	0.035
NP_056788	Q86SQ4	0.021
NP_056788	P31391	0.026
NP_056788	P01763	0.040
NP_056788	P30874	0.036
NP_056788	Q9NQS3	0.057
NP_056788	Q8TCY5	0.029
NP_056788	Q8TDU9	0.018
NP_056788	Q7Z6A9	0.027
NP_056788	Q8N6F1	0.031
NP_056788	O75015	0.022
NP_056788	A0A075B6N1	0.036
NP_056788	P30556	0.026
NP_056788	Q0VAQ4	0.052
NP_056788	Q13449	0.030
NP_056788	O75144	0.027
NP_056788	Q8NGN8	0.011
NP_056788	Q9BXU9	0.059
NP_056788	P05556	0.126
NP_056788	Q9NSD7	0.021
NP_056788	Q12864	0.032
NP_056788	P49019	0.025
NP_056788	P52797	0.045
NP_056788	Q8TAF8	0.033
NP_056788	P07237	0.109
NP_056788	P25089	0.030
NP_056788	P07766	0.035
NP_056788	Q9NP59	0.049
NP_056788	P0DPF7	0.035
NP_056788	Q08462	0.036
NP_056788	Q02487	0.048
NP_056788	Q12884	0.038
NP_056788	Q14677	0.067
NP_056788	Q9UIQ6	0.049
NP_056788	A0A0C4DH39	0.039
NP_056788	Q9H3T3	0.025
NP_056788	Q14956	0.033
NP_056788	P0DP04	0.052
NP_056788	Q13258	0.024
NP_056788	A0A599	0.035
NP_056788	Q9Y5H9	0.043
NP_056788	P60033	0.042
NP_056788	P52569	0.027
NP_056788	Q13685	0.047
NP_056788	P25105	0.028
NP_056788	O43820	0.023
NP_056788	P19320	0.041
NP_056788	Q8NHP6	0.036
NP_056788	O75882	0.041
NP_056788	Q494U1	0.017
NP_056788	P22888	0.015
NP_056788	Q04721	0.079
NP_056788	Q96RI8	0.023
NP_056788	P30559	0.023
NP_056788	Q96GD0	0.031
NP_056788	Q9NSI5	0.022
NP_056788	P12821	0.060
NP_056788	P04440	0.026
NP_056788	Q9UKP4	0.034
NP_056788	P01857	0.025
NP_056788	P06756	0.063
NP_056788	O14894	0.023
NP_056788	Q8TD84	0.063
NP_056788	Q9HB89	0.015
NP_056788	Q8NGD3	0.009
NP_056788	A1KXE4	0.045
NP_056788	Q8IZP9	0.031
NP_056788	Q8NGX3	0.011
NP_056788	P55283	0.041
NP_056788	P04626	0.081
NP_056788	Q15391	0.021
NP_056788	A0A0B4J1V7	0.041
NP_056788	A0A0C4DH73	0.040
NP_056788	P48546	0.019
NP_056788	O94779	0.035
NP_056788	O95907	0.027
NP_056788	Q9P258	0.081
NP_056788	P21730	0.027
NP_056788	Q96G91	0.015
NP_056788	P01877	0.027
NP_056788	Q9Y694	0.011
NP_056788	P25705	0.092
NP_056788	P82279	0.057
NP_056788	Q86UN2	0.022
NP_056788	P01700	0.038
NP_056788	Q5HYA8	0.023
NP_056788	Q99732	0.049
NP_056788	Q86Y34	0.015
NP_056788	A0A584	0.049
NP_056788	Q96A25	0.031
NP_056788	P12830	0.042
NP_056788	P11169	0.053
NP_056788	P42857	0.054
NP_056788	A6NL08	0.010
NP_056788	P62166	0.051
NP_056788	Q2I0M4	0.018
NP_056788	P01732	0.029
NP_056788	P25090	0.035
NP_056788	Q86YD3	0.025
NP_056788	P11215	0.055
NP_056788	Q14623	0.024
NP_056788	P56747	0.027
NP_056788	Q8N7C0	0.028
NP_056788	P10636	0.059
NP_056788	P01138	0.047
NP_056788	A0A0B4J1V0	0.052
NP_056788	P78333	0.035
NP_056788	Q96BD0	0.015
NP_056788	O95498	0.016
NP_056788	Q9Y490	0.065
NP_056788	A0A589	0.027
NP_056788	P08172	0.069
NP_056788	Q13639	0.046
NP_056788	P16284	0.028
NP_056788	Q15077	0.025
NP_056788	Q8IYL9	0.022
NP_056788	A0A0B4J280	0.044
NP_056788	P08912	0.052
NP_056788	A0A0A0MS15	0.044
NP_056788	O14786	0.046
NP_056788	P08754	0.060
NP_056788	Q6UW56	0.033
NP_056788	P17302	0.039
NP_056788	P35462	0.017
NP_056788	B7Z8K6	0.039
NP_056788	Q8TDB8	0.044
NP_056788	P25942	0.026
NP_056788	Q6QNK2	0.027
NP_056788	Q14416	0.028
NP_056788	P17927	0.039
NP_056788	Q96DZ5	0.058
NP_056788	Q8NET5	0.041
NP_056788	P24158	0.020
NP_056788	P28222	0.032
NP_056788	Q9NY64	0.023
NP_056788	Q8N127	0.017
NP_056788	Q9P121	0.028
NP_056788	O95711	0.029
NP_056788	Q13492	0.085
NP_056788	P0C7T2	0.016
NP_056788	Q16620	0.042
NP_056788	Q86UG4	0.041
NP_056788	Q8WTT0	0.029
NP_056788	P25106	0.027
NP_056788	P11279	0.048
NP_056788	Q9NZQ7	0.043
NP_056788	Q15615	0.013
NP_056788	Q9NS93	0.021
NP_056788	P29972	0.040
NP_056788	Q8NFA2	0.022
NP_056788	Q8N158	0.024
NP_056788	P48146	0.018
NP_056788	O95136	0.021
NP_056788	A0A0B4J264	0.031
NP_056788	P63096	0.064
NP_056788	Q9Y6I3	0.052
NP_056788	P01721	0.027
NP_056788	Q8NGL4	0.013
NP_056788	A0A0K0K1A5	0.039
NP_056788	P40617	0.045
NP_056788	Q9H9K5	0.021
NP_056788	P46095	0.020
NP_056788	P14151	0.033
NP_056788	P25101	0.021
NP_056788	P42262	0.059
NP_056788	Q05586	0.074
NP_056788	A0A539	0.031
NP_056788	Q86SP6	0.037
NP_056788	P61006	0.060
NP_056788	Q86SM5	0.017
NP_056788	Q9H3T2	0.036
NP_056788	Q6ZSM3	0.019
NP_056788	P29317	0.038
NP_056788	Q695T7	0.025
NP_056788	P43004	0.040
NP_056788	P15151	0.022
NP_056788	Q8N912	0.028
NP_056788	P17081	0.063
NP_056788	Q969K3	0.026
NP_056788	P20036	0.033
NP_056788	P21731	0.015
NP_056788	P01767	0.041
NP_056788	Q9HC56	0.034
NP_056788	P22897	0.044
NP_056788	P01701	0.035
NP_056788	Q8N387	0.034
NP_056788	Q9UQD0	0.045
NP_056788	Q86YS7	0.057
NP_056788	O95858	0.031
NP_056788	P10747	0.031
NP_056788	O95832	0.027
NP_056788	A0A0B4J1V1	0.041
NP_056788	P01909	0.030
NP_056788	Q9Y5I2	0.042
NP_056788	Q5T1S8	0.037
NP_056788	P27487	0.071
NP_056788	P35499	0.048
NP_056788	O60469	0.049
NP_056788	Q96P68	0.023
NP_056788	Q86VW1	0.017
NP_056788	P07996	0.086
NP_056788	A0A075B6I4	0.034
NP_056788	P16581	0.021
NP_056788	Q8NGZ6	0.016
NP_056788	P56373	0.042
NP_056788	Q8WXD0	0.025
NP_056788	Q6ZSA7	0.025
NP_056788	P20916	0.052
NP_056788	P51172	0.019
NP_056788	Q9H0M0	0.131
NP_056788	P41231	0.022
NP_056788	Q99250	0.047
NP_056788	Q9GZQ6	0.017
NP_056788	P0CF51	0.031
NP_056788	Q6UXD5	0.043
NP_056788	Q9H400	0.031
NP_056788	A0A0C4DH31	0.036
NP_056788	Q8IUH5	0.045
NP_056788	P25929	0.037
NP_056788	Q969Z4	0.033
NP_056788	Q96AP7	0.015
NP_056788	P33681	0.029
NP_056788	P18627	0.019
NP_056788	A0A0B4J268	0.051
NP_056788	P04233	0.031
NP_056788	Q9HBX8	0.027
NP_056788	Q96FE5	0.043
NP_056788	Q9UM73	0.056
NP_056788	P09958	0.041
NP_056788	P42892	0.066
NP_056788	Q96QU1	0.044
NP_056788	P00505	0.057
NP_056788	Q08209	0.057
NP_056788	Q96GZ6	0.021
NP_056788	P42702	0.033
NP_056788	Q15223	0.058
NP_056788	Q12959	0.128
NP_056788	O94973	0.075
NP_056788	Q9NZ20	0.039
NP_056788	O00186	0.077
NP_056788	Q8TE23	0.028
NP_056788	O14843	0.017
NP_056788	Q15722	0.017
NP_056788	Q8NH41	0.016
NP_056788	P29371	0.031
NP_056788	Q14126	0.056
NP_056788	O00499	0.087
NP_056788	P34981	0.023
NP_056788	Q8NH73	0.015
NP_056788	Q9HBG7	0.040
NP_056788	Q969L2	0.033
NP_056788	P01814	0.036
NP_056788	P11229	0.047
NP_056788	Q8NGL1	0.016
NP_056788	Q9NR71	0.029
NP_056788	P18564	0.041
NP_056788	P29322	0.045
NP_056788	P51674	0.039
NP_056788	A0A0C4DH34	0.038
NP_056788	P01737	0.031
NP_056788	P43403	0.034
NP_056788	A0A075B6V5	0.033
NP_056788	Q29980	0.024
NP_056788	Q9UI33	0.051
NP_056788	Q9UBH6	0.034
NP_056788	Q9Y6W8	0.027
NP_056788	P13861	0.062
NP_056788	P80723	0.064
NP_056788	P19022	0.029
NP_056788	P01111	0.062
NP_056788	O75899	0.033
NP_056788	P26992	0.039
NP_056788	P34969	0.022
NP_056788	Q96J02	0.119
NP_056788	P41181	0.041
NP_056788	Q9UGF6	0.016
NP_056788	Q9ULC0	0.053
NP_056788	P43489	0.021
NP_056788	Q9HCN6	0.016
NP_056788	Q14CN2	0.035
NP_056788	P29320	0.059
NP_056788	Q86UT5	0.035
NP_056788	P51153	0.067
NP_056788	P41586	0.019
NP_056788	Q92743	0.051
NP_056788	P21453	0.027
NP_056788	P25025	0.024
NP_056788	P56559	0.058
NP_056788	O43315	0.047
NP_056788	P16422	0.057
NP_056788	Q8N6Q3	0.029
NP_056788	Q8IYS5	0.023
NP_056788	Q7Z2H8	0.027
NP_056788	Q9NY26	0.019
NP_056788	Q8NC96	0.069
NP_056788	Q9Y5U5	0.028
NP_056788	Q8NBP7	0.037
NP_056788	Q9BYF1	0.051
NP_056788	Q9NQS5	0.031
NP_056788	P40259	0.051
NP_056788	P31641	0.027
NP_056788	Q8NGG0	0.016
NP_056788	P23634	0.092
NP_056788	O43557	0.021
NP_056788	Q9BY15	0.026
NP_056788	Q86VE9	0.017
NP_056788	Q13153	0.083
NP_056788	Q6W5P4	0.029
NP_056788	Q5IJ48	0.030
NP_056788	P03979	0.032
NP_056788	Q9ULV1	0.037
NP_056788	P40189	0.075
