human_unid	virus_unid	pred_score
O43164	P08617	0.040
Q9UGH3	P08617	0.048
Q9NPB3	P08617	0.077
A0A5B7	P08617	0.059
P30988	P08617	0.083
Q9ULC5	P08617	0.051
Q969F8	P08617	0.055
Q04609	P08617	0.053
P48509	P08617	0.095
Q86VL8	P08617	0.051
P09326	P08617	0.064
O00398	P08617	0.074
Q3MIR4	P08617	0.053
A0A087WSY6	P08617	0.093
P46108	P08617	0.146
Q9NPC1	P08617	0.077
P22413	P08617	0.054
A0A075B6R0	P08617	0.077
P32418	P08617	0.053
P22455	P08617	0.050
Q12860	P08617	0.065
P01859	P08617	0.054
Q9NY91	P08617	0.053
Q86TG1	P08617	0.087
P31645	P08617	0.068
Q1EHB4	P08617	0.083
Q9UHX3	P08617	0.057
Q92887	P08617	0.068
O60716	P08617	0.041
O00206	P08617	0.061
P63211	P08617	0.085
P11168	P08617	0.077
P30989	P08617	0.041
P14778	P08617	0.057
Q8IU80	P08617	0.055
O43739	P08617	0.061
Q9NVZ3	P08617	0.057
P32248	P08617	0.069
O15374	P08617	0.054
P04211	P08617	0.063
Q9NWF4	P08617	0.047
P51654	P08617	0.053
P54762	P08617	0.057
P0DOY3	P08617	0.066
O14944	P08617	0.052
Q13936	P08617	0.073
Q96F05	P08617	0.042
Q01814	P08617	0.061
Q14118	P08617	0.050
O00476	P08617	0.075
Q8NH01	P08617	0.052
Q96NR3	P08617	0.042
Q9Y5Y0	P08617	0.059
P38484	P08617	0.066
O95477	P08617	0.050
P53985	P08617	0.040
P62079	P08617	0.107
P30968	P08617	0.065
A0A0B4J1X8	P08617	0.115
Q86V35	P08617	0.063
P0C623	P08617	0.055
Q86SQ3	P08617	0.056
P35968	P08617	0.051
Q14832	P08617	0.042
P24530	P08617	0.085
P63244	P08617	0.049
P07948	P08617	0.069
Q6UX82	P08617	0.054
Q8WWG1	P08617	0.066
Q92633	P08617	0.060
Q7Z2K8	P08617	0.052
P07949	P08617	0.063
P0DOY2	P08617	0.062
Q7RTX1	P08617	0.041
P11912	P08617	0.127
Q9HAB3	P08617	0.055
P20138	P08617	0.062
A0A0K0K1C4	P08617	0.078
P55042	P08617	0.060
A0A0K0K1D8	P08617	0.065
O75131	P08617	0.066
Q9BXN2	P08617	0.073
Q9P273	P08617	0.057
P36897	P08617	0.059
P47898	P08617	0.076
A0A0B4J1Y8	P08617	0.119
P21802	P08617	0.047
Q7RTY1	P08617	0.074
Q8IWV2	P08617	0.052
Q9BX59	P08617	0.051
Q9H3R2	P08617	0.037
O00533	P08617	0.052
P19235	P08617	0.064
A0A075B6I0	P08617	0.065
Q08708	P08617	0.120
P48039	P08617	0.119
A0A0B4J262	P08617	0.062
P48145	P08617	0.067
Q96B33	P08617	0.076
Q86YT6	P08617	0.041
P10912	P08617	0.060
Q9UHI5	P08617	0.051
Q99705	P08617	0.053
P21589	P08617	0.053
Q96R54	P08617	0.065
P13688	P08617	0.051
A0A075B6J2	P08617	0.066
Q9NYV7	P08617	0.079
P01624	P08617	0.115
A0A0C4DH41	P08617	0.168
P61224	P08617	0.082
Q02223	P08617	0.060
P25092	P08617	0.045
P40199	P08617	0.062
Q9Y345	P08617	0.049
P08913	P08617	0.069
Q58EX2	P08617	0.059
P0DP58	P08617	0.081
O43508	P08617	0.073
Q8IWE4	P08617	0.101
Q9Y2I2	P08617	0.051
Q86VB7	P08617	0.054
O15162	P08617	0.079
Q86WB7	P08617	0.063
Q2HXU8	P08617	0.059
P34810	P08617	0.059
P01704	P08617	0.106
Q9NR61	P08617	0.061
Q14973	P08617	0.078
P63000	P08617	0.079
Q13467	P08617	0.048
Q30154	P08617	0.074
O15393	P08617	0.047
P18848	P08617	0.069
P20273	P08617	0.042
P58743	P08617	0.059
Q5DID0	P08617	0.029
O14638	P08617	0.053
A0A0B4J274	P08617	0.061
A0A075B6K4	P08617	0.069
P32239	P08617	0.100
Q96NY8	P08617	0.052
P80748	P08617	0.149
P58173	P08617	0.060
P13569	P08617	0.046
Q86UF1	P08617	0.070
P82251	P08617	0.070
Q06787	P08617	0.067
P0CG01	P08617	0.074
P26006	P08617	0.048
P26718	P08617	0.099
P51681	P08617	0.062
P33151	P08617	0.039
Q9BZR6	P08617	0.058
P50150	P08617	0.068
Q96RI9	P08617	0.091
P63215	P08617	0.059
P49238	P08617	0.062
P56817	P08617	0.053
O15552	P08617	0.079
P63218	P08617	0.060
P01742	P08617	0.062
Q6ZQN7	P08617	0.053
Q9BV40	P08617	0.073
P54709	P08617	0.092
P01714	P08617	0.065
Q9HBB8	P08617	0.051
O60755	P08617	0.051
Q14773	P08617	0.082
P41146	P08617	0.067
P17181	P08617	0.039
P41968	P08617	0.075
P15144	P08617	0.044
Q7L0Q8	P08617	0.073
P47888	P08617	0.052
Q14330	P08617	0.067
P53618	P08617	0.055
O94856	P08617	0.061
P01717	P08617	0.080
P0DPF4	P08617	0.062
Q15303	P08617	0.057
P21709	P08617	0.054
O95867	P08617	0.106
P13945	P08617	0.041
Q9NRA1	P08617	0.085
P79483	P08617	0.077
P61586	P08617	0.084
Q16820	P08617	0.042
P22732	P08617	0.060
Q13002	P08617	0.063
Q8NH72	P08617	0.067
A0A0B4J248	P08617	0.080
P16871	P08617	0.071
P01706	P08617	0.145
Q9UNQ0	P08617	0.041
Q8NFP4	P08617	0.049
P0CG04	P08617	0.064
P0C7T3	P08617	0.077
Q8WY64	P08617	0.064
P51151	P08617	0.056
P62330	P08617	0.059
P56539	P08617	0.070
P01824	P08617	0.132
Q6UWL6	P08617	0.027
Q8TCW9	P08617	0.049
P06731	P08617	0.045
Q495A1	P08617	0.073
Q8NI17	P08617	0.048
P08174	P08617	0.055
P55899	P08617	0.082
Q15669	P08617	0.087
P51685	P08617	0.091
Q99075	P08617	0.111
Q15109	P08617	0.058
P01903	P08617	0.056
Q14574	P08617	0.045
P12931	P08617	0.046
P01861	P08617	0.050
Q92482	P08617	0.053
Q9BXT2	P08617	0.081
P01768	P08617	0.137
P60763	P08617	0.071
P21860	P08617	0.052
Q9NRM0	P08617	0.058
P22681	P08617	0.044
O94956	P08617	0.069
O14493	P08617	0.069
Q9NQC7	P08617	0.031
Q9NPH3	P08617	0.045
A0A0B4J234	P08617	0.068
P11234	P08617	0.063
P57735	P08617	0.068
P60507	P08617	0.051
A0A0B4J1Y9	P08617	0.077
A6NF89	P08617	0.047
Q5SSG8	P08617	0.053
Q9GZQ4	P08617	0.089
Q6UXK2	P08617	0.039
A0A1B0GX68	P08617	0.065
Q9BZM2	P08617	0.073
Q04900	P08617	0.048
P0DMS8	P08617	0.105
P0DP07	P08617	0.164
Q16625	P08617	0.096
A6ND48	P08617	0.061
P35916	P08617	0.053
Q5MY95	P08617	0.038
Q99497	P08617	0.057
O95500	P08617	0.055
Q15762	P08617	0.059
P04921	P08617	0.045
Q6UY09	P08617	0.057
P17813	P08617	0.049
Q9Y5N1	P08617	0.053
P49006	P08617	0.045
Q9HC73	P08617	0.087
Q8NHC7	P08617	0.077
P60953	P08617	0.057
Q9H2X3	P08617	0.045
Q9Y639	P08617	0.049
P15328	P08617	0.100
O15056	P08617	0.041
Q9UI14	P08617	0.071
P34903	P08617	0.052
P16473	P08617	0.053
P06315	P08617	0.065
Q9H665	P08617	0.059
O00222	P08617	0.039
P00533	P08617	0.036
P56748	P08617	0.053
Q13651	P08617	0.060
P29017	P08617	0.093
O14931	P08617	0.092
P35346	P08617	0.056
P48960	P08617	0.039
P50052	P08617	0.076
O95977	P08617	0.050
Q96FL8	P08617	0.057
A0A075B6U4	P08617	0.077
A0A075B6J1	P08617	0.073
Q9NP72	P08617	0.063
P46934	P08617	0.057
P01833	P08617	0.044
P13987	P08617	0.065
Q9NRM6	P08617	0.077
Q9UQ52	P08617	0.047
Q99578	P08617	0.057
Q96R67	P08617	0.067
P48165	P08617	0.062
A0A0G2JMI3	P08617	0.062
P41180	P08617	0.055
Q9UIA0	P08617	0.061
P55064	P08617	0.063
O00155	P08617	0.066
A0A0C4DH55	P08617	0.147
P06028	P08617	0.063
A0A0C4DH59	P08617	0.075
Q99624	P08617	0.057
Q14714	P08617	0.078
Q96CW9	P08617	0.052
Q9H244	P08617	0.077
Q96JJ6	P08617	0.052
P51686	P08617	0.048
Q9BPV8	P08617	0.069
Q8N4C7	P08617	0.057
P56750	P08617	0.063
A0A5A6	P08617	0.070
O00591	P08617	0.042
Q8NBV8	P08617	0.055
P21918	P08617	0.060
P57764	P08617	0.059
A0A075B6X5	P08617	0.055
O95069	P08617	0.081
P49841	P08617	0.051
P08588	P08617	0.056
Q96PL2	P08617	0.041
P60201	P08617	0.069
Q9H209	P08617	0.059
O00574	P08617	0.077
P02786	P08617	0.045
Q07021	P08617	0.051
Q8IZA0	P08617	0.052
A0A087WT02	P08617	0.063
Q9BZW8	P08617	0.114
Q9BY10	P08617	0.089
Q9Y5Y3	P08617	0.061
Q9UKL4	P08617	0.066
P14222	P08617	0.060
P42081	P08617	0.061
O14514	P08617	0.039
Q03431	P08617	0.046
P01116	P08617	0.061
Q8WWQ8	P08617	0.061
P32302	P08617	0.085
Q9P232	P08617	0.043
P60880	P08617	0.055
P04433	P08617	0.141
Q969P0	P08617	0.043
Q9UKP6	P08617	0.067
Q9Y6Q6	P08617	0.049
Q8NCK7	P08617	0.051
Q8TD46	P08617	0.043
Q9HBW0	P08617	0.045
Q99527	P08617	0.072
Q9UN74	P08617	0.059
P35590	P08617	0.060
P56880	P08617	0.062
P15260	P08617	0.045
P41597	P08617	0.079
P08571	P08617	0.063
Q8TCQ1	P08617	0.057
P20701	P08617	0.055
P48023	P08617	0.106
Q92956	P08617	0.075
P01780	P08617	0.091
Q8IVV8	P08617	0.074
P07333	P08617	0.045
Q9NT99	P08617	0.047
P61952	P08617	0.063
O43451	P08617	0.053
P49407	P08617	0.044
P11142	P08617	0.073
Q01726	P08617	0.083
Q14833	P08617	0.042
Q8NGU9	P08617	0.070
Q15761	P08617	0.056
A8K7I4	P08617	0.046
A0A087WSZ0	P08617	0.075
A0A0B4J244	P08617	0.063
B6A8C7	P08617	0.064
Q99603	P08617	0.053
Q9NQX3	P08617	0.045
P35348	P08617	0.049
Q14002	P08617	0.056
P0DP08	P08617	0.109
P41594	P08617	0.049
Q12836	P08617	0.037
Q9GZV3	P08617	0.057
Q8NHA6	P08617	0.066
Q7Z5A4	P08617	0.057
P08887	P08617	0.098
O15394	P08617	0.051
O15427	P08617	0.045
P40238	P08617	0.055
O43493	P08617	0.046
Q19T08	P08617	0.048
A0A0A0MT76	P08617	0.063
Q13698	P08617	0.062
P47871	P08617	0.075
P51801	P08617	0.054
O00212	P08617	0.068
Q8NG11	P08617	0.088
Q9BWQ8	P08617	0.074
Q9H1C0	P08617	0.047
P04216	P08617	0.115
P31323	P08617	0.063
A0A075B6I6	P08617	0.077
P49281	P08617	0.055
Q9NR16	P08617	0.064
A0A1B0GX51	P08617	0.073
P54756	P08617	0.069
P61550	P08617	0.051
Q15768	P08617	0.089
Q9NS67	P08617	0.075
Q9NSA0	P08617	0.043
O75581	P08617	0.062
P25103	P08617	0.053
P08473	P08617	0.053
P37088	P08617	0.057
P09104	P08617	0.073
P16234	P08617	0.043
Q9BZJ7	P08617	0.060
Q2M3R5	P08617	0.063
O43193	P08617	0.094
P60508	P08617	0.044
Q8WUM9	P08617	0.043
P08173	P08617	0.047
P84095	P08617	0.074
Q8NGF9	P08617	0.063
Q8TDS5	P08617	0.065
P31751	P08617	0.053
P53708	P08617	0.042
Q6ZS10	P08617	0.079
Q9NNX6	P08617	0.034
A0A0G2JS06	P08617	0.128
Q02413	P08617	0.041
Q7Z444	P08617	0.073
P21964	P08617	0.099
Q6YHK3	P08617	0.055
Q8N3J6	P08617	0.054
O14804	P08617	0.061
P43088	P08617	0.081
P60852	P08617	0.053
P08195	P08617	0.050
A0A075B6K5	P08617	0.067
Q9UMF0	P08617	0.043
O14610	P08617	0.058
P59768	P08617	0.069
P61077	P08617	0.133
P35232	P08617	0.063
P48167	P08617	0.059
P49771	P08617	0.090
A0A075B6W5	P08617	0.072
P24394	P08617	0.048
Q13740	P08617	0.041
P06241	P08617	0.045
P27701	P08617	0.078
Q8IWU6	P08617	0.065
O43914	P08617	0.109
Q86YL7	P08617	0.051
P46721	P08617	0.046
P29466	P08617	0.072
P01871	P08617	0.043
P58181	P08617	0.083
Q96E93	P08617	0.075
O75508	P08617	0.091
P29474	P08617	0.047
Q15375	P08617	0.041
P25021	P08617	0.055
A0A075B6K0	P08617	0.129
Q8TDM5	P08617	0.125
Q10589	P08617	0.067
P62491	P08617	0.063
Q99062	P08617	0.057
P01709	P08617	0.140
Q13336	P08617	0.065
Q7Z7D3	P08617	0.045
Q15743	P08617	0.067
P30939	P08617	0.055
Q9NYB5	P08617	0.056
P47883	P08617	0.059
P30872	P08617	0.050
Q8NGC2	P08617	0.066
O60412	P08617	0.084
O95183	P08617	0.078
Q9BRK3	P08617	0.081
Q99523	P08617	0.066
A0A0C4DH38	P08617	0.067
P48357	P08617	0.037
P35414	P08617	0.063
A0A0A6YYK7	P08617	0.058
Q9Y572	P08617	0.059
P06858	P08617	0.055
Q8NGP2	P08617	0.055
O95497	P08617	0.041
Q9NV96	P08617	0.062
Q13241	P08617	0.105
Q8IV16	P08617	0.127
Q9UBL9	P08617	0.075
O00161	P08617	0.065
P01854	P08617	0.059
A0A075B6R2	P08617	0.079
Q9H9S5	P08617	0.065
P30542	P08617	0.079
Q13491	P08617	0.051
Q9NX77	P08617	0.028
Q01650	P08617	0.065
Q96DU3	P08617	0.061
Q14254	P08617	0.049
Q9BXJ7	P08617	0.054
P50443	P08617	0.039
P55290	P08617	0.047
P30530	P08617	0.047
A0A0B4J273	P08617	0.065
Q8TDU6	P08617	0.051
P30273	P08617	0.079
P14735	P08617	0.044
P01699	P08617	0.113
P49682	P08617	0.102
O00159	P08617	0.047
Q12913	P08617	0.045
P29016	P08617	0.125
A0M8Q6	P08617	0.058
P17931	P08617	0.057
Q68D85	P08617	0.049
O43157	P08617	0.059
P13762	P08617	0.083
A0A0B4J240	P08617	0.061
Q8NA29	P08617	0.047
Q9Y5Q5	P08617	0.046
P56746	P08617	0.065
A0A0B4J249	P08617	0.083
P06733	P08617	0.062
P01911	P08617	0.084
P51160	P08617	0.067
P01772	P08617	0.118
P01743	P08617	0.069
Q8NGL9	P08617	0.059
P46663	P08617	0.061
Q7Z3B1	P08617	0.048
O60488	P08617	0.042
P08865	P08617	0.071
P43657	P08617	0.056
Q86UE6	P08617	0.057
P05023	P08617	0.044
A0A075B6S9	P08617	0.068
Q9BTN0	P08617	0.055
P01880	P08617	0.049
Q6UXB4	P08617	0.095
Q8TBE7	P08617	0.062
P25100	P08617	0.045
Q16445	P08617	0.035
Q9H4E5	P08617	0.053
P13473	P08617	0.045
Q08881	P08617	0.049
Q8WWA0	P08617	0.055
Q9Y271	P08617	0.082
Q92637	P08617	0.088
Q86Y78	P08617	0.140
Q96MU8	P08617	0.041
Q9GZZ7	P08617	0.081
Q9ULV4	P08617	0.057
P49190	P08617	0.039
A0A087WT01	P08617	0.063
Q5T442	P08617	0.078
P35368	P08617	0.043
Q9HBW9	P08617	0.044
P15391	P08617	0.068
P17948	P08617	0.056
Q9Y275	P08617	0.071
O95484	P08617	0.081
P61020	P08617	0.067
P0DSN7	P08617	0.065
Q9H228	P08617	0.073
O15551	P08617	0.065
P07911	P08617	0.053
P59922	P08617	0.061
A0A0C4DH68	P08617	0.099
Q53GD3	P08617	0.058
Q7RTY0	P08617	0.055
P01860	P08617	0.047
P14784	P08617	0.049
Q08828	P08617	0.040
P01602	P08617	0.080
O00299	P08617	0.067
Q9BRT3	P08617	0.068
P51157	P08617	0.043
P28223	P08617	0.061
Q8WY07	P08617	0.053
Q9H2Y9	P08617	0.047
P23083	P08617	0.053
O60500	P08617	0.055
P62834	P08617	0.077
Q12974	P08617	0.074
Q99467	P08617	0.042
P00918	P08617	0.084
O95274	P08617	0.079
P0CF74	P08617	0.119
A0A0B4J279	P08617	0.061
P54753	P08617	0.066
P01718	P08617	0.067
P16410	P08617	0.091
Q8NGY0	P08617	0.049
P0CG37	P08617	0.073
Q9UJU6	P08617	0.055
P0DP06	P08617	0.150
P19440	P08617	0.051
P43119	P08617	0.051
Q9UN72	P08617	0.063
Q86SQ4	P08617	0.051
P31391	P08617	0.083
P01763	P08617	0.139
P30874	P08617	0.061
Q9NQS3	P08617	0.037
Q8TCY5	P08617	0.093
Q8TDU9	P08617	0.074
Q7Z6A9	P08617	0.083
Q8N6F1	P08617	0.057
O75015	P08617	0.069
A0A075B6N1	P08617	0.068
P30556	P08617	0.058
Q0VAQ4	P08617	0.069
Q13449	P08617	0.047
O75144	P08617	0.055
Q8NGN8	P08617	0.047
Q9BXU9	P08617	0.072
P05556	P08617	0.059
Q9NSD7	P08617	0.055
Q12864	P08617	0.048
P49019	P08617	0.053
P52797	P08617	0.065
Q8TAF8	P08617	0.083
P07237	P08617	0.057
P25089	P08617	0.049
P07766	P08617	0.052
Q9NP59	P08617	0.049
P0DPF7	P08617	0.063
Q08462	P08617	0.045
Q02487	P08617	0.046
Q12884	P08617	0.041
Q14677	P08617	0.049
Q9UIQ6	P08617	0.044
A0A0C4DH39	P08617	0.063
Q9H3T3	P08617	0.056
Q14956	P08617	0.057
P0DP04	P08617	0.080
Q13258	P08617	0.056
A0A599	P08617	0.063
Q9Y5H9	P08617	0.058
P60033	P08617	0.065
P52569	P08617	0.074
Q13685	P08617	0.052
P25105	P08617	0.053
O43820	P08617	0.043
P19320	P08617	0.052
Q8NHP6	P08617	0.054
O75882	P08617	0.064
Q494U1	P08617	0.055
P22888	P08617	0.051
Q04721	P08617	0.035
Q96RI8	P08617	0.065
P30559	P08617	0.081
Q96GD0	P08617	0.060
Q9NSI5	P08617	0.047
P12821	P08617	0.047
P04440	P08617	0.099
Q9UKP4	P08617	0.049
P01857	P08617	0.054
P06756	P08617	0.045
O14894	P08617	0.101
Q8TD84	P08617	0.041
Q9HB89	P08617	0.065
Q8NGD3	P08617	0.055
A1KXE4	P08617	0.059
Q8IZP9	P08617	0.040
Q8NGX3	P08617	0.049
P55283	P08617	0.044
P04626	P08617	0.053
Q15391	P08617	0.065
A0A0B4J1V7	P08617	0.061
A0A0C4DH73	P08617	0.123
P48546	P08617	0.087
O94779	P08617	0.049
O95907	P08617	0.075
Q9P258	P08617	0.053
P21730	P08617	0.087
Q96G91	P08617	0.078
P01877	P08617	0.055
Q9Y694	P08617	0.059
P25705	P08617	0.049
P82279	P08617	0.060
Q86UN2	P08617	0.045
P01700	P08617	0.072
Q5HYA8	P08617	0.042
Q99732	P08617	0.065
Q86Y34	P08617	0.055
A0A584	P08617	0.065
Q96A25	P08617	0.060
P12830	P08617	0.048
P11169	P08617	0.074
P42857	P08617	0.063
A6NL08	P08617	0.070
P62166	P08617	0.046
Q2I0M4	P08617	0.059
P01732	P08617	0.091
P25090	P08617	0.057
Q86YD3	P08617	0.051
P11215	P08617	0.069
Q14623	P08617	0.077
P56747	P08617	0.089
Q8N7C0	P08617	0.079
P10636	P08617	0.049
P01138	P08617	0.059
A0A0B4J1V0	P08617	0.076
P78333	P08617	0.063
Q96BD0	P08617	0.052
O95498	P08617	0.054
Q9Y490	P08617	0.041
A0A589	P08617	0.071
P08172	P08617	0.045
Q13639	P08617	0.069
P16284	P08617	0.043
Q15077	P08617	0.052
Q8IYL9	P08617	0.074
A0A0B4J280	P08617	0.060
P08912	P08617	0.045
A0A0A0MS15	P08617	0.058
O14786	P08617	0.045
P08754	P08617	0.059
Q6UW56	P08617	0.059
P17302	P08617	0.075
P35462	P08617	0.046
B7Z8K6	P08617	0.045
Q8TDB8	P08617	0.083
P25942	P08617	0.064
Q6QNK2	P08617	0.042
Q14416	P08617	0.039
P17927	P08617	0.073
Q96DZ5	P08617	0.049
Q8NET5	P08617	0.055
P24158	P08617	0.061
P28222	P08617	0.068
Q9NY64	P08617	0.055
Q8N127	P08617	0.055
Q9P121	P08617	0.039
O95711	P08617	0.055
Q13492	P08617	0.038
P0C7T2	P08617	0.050
Q16620	P08617	0.048
Q86UG4	P08617	0.049
Q8WTT0	P08617	0.092
P25106	P08617	0.072
P11279	P08617	0.045
Q9NZQ7	P08617	0.057
Q15615	P08617	0.052
Q9NS93	P08617	0.052
P29972	P08617	0.069
Q8NFA2	P08617	0.065
Q8N158	P08617	0.051
P48146	P08617	0.055
O95136	P08617	0.087
A0A0B4J264	P08617	0.070
P63096	P08617	0.044
Q9Y6I3	P08617	0.050
P01721	P08617	0.074
Q8NGL4	P08617	0.050
A0A0K0K1A5	P08617	0.073
P40617	P08617	0.071
Q9H9K5	P08617	0.081
P46095	P08617	0.052
P14151	P08617	0.088
P25101	P08617	0.060
P42262	P08617	0.059
Q05586	P08617	0.042
A0A539	P08617	0.073
Q86SP6	P08617	0.047
P61006	P08617	0.057
Q86SM5	P08617	0.076
Q9H3T2	P08617	0.071
Q6ZSM3	P08617	0.047
P29317	P08617	0.061
Q695T7	P08617	0.045
P43004	P08617	0.053
P15151	P08617	0.052
Q8N912	P08617	0.089
P17081	P08617	0.052
Q969K3	P08617	0.058
P20036	P08617	0.068
P21731	P08617	0.056
P01767	P08617	0.075
Q9HC56	P08617	0.049
P22897	P08617	0.067
P01701	P08617	0.071
Q8N387	P08617	0.053
Q9UQD0	P08617	0.050
Q86YS7	P08617	0.053
O95858	P08617	0.101
P10747	P08617	0.145
O95832	P08617	0.085
A0A0B4J1V1	P08617	0.079
P01909	P08617	0.096
Q9Y5I2	P08617	0.053
Q5T1S8	P08617	0.053
P27487	P08617	0.033
P35499	P08617	0.051
O60469	P08617	0.060
Q96P68	P08617	0.105
Q86VW1	P08617	0.075
P07996	P08617	0.044
A0A075B6I4	P08617	0.075
P16581	P08617	0.085
Q8NGZ6	P08617	0.047
P56373	P08617	0.054
Q8WXD0	P08617	0.061
Q6ZSA7	P08617	0.061
P20916	P08617	0.055
P51172	P08617	0.039
Q9H0M0	P08617	0.067
P41231	P08617	0.063
Q99250	P08617	0.047
Q9GZQ6	P08617	0.062
P0CF51	P08617	0.054
Q6UXD5	P08617	0.057
Q9H400	P08617	0.055
A0A0C4DH31	P08617	0.060
Q8IUH5	P08617	0.042
P25929	P08617	0.069
Q969Z4	P08617	0.077
Q96AP7	P08617	0.061
P33681	P08617	0.065
P18627	P08617	0.047
A0A0B4J268	P08617	0.059
P04233	P08617	0.087
Q9HBX8	P08617	0.041
Q96FE5	P08617	0.057
Q9UM73	P08617	0.040
P09958	P08617	0.039
P42892	P08617	0.075
Q96QU1	P08617	0.050
P00505	P08617	0.052
Q08209	P08617	0.036
Q96GZ6	P08617	0.067
P42702	P08617	0.041
Q15223	P08617	0.046
Q12959	P08617	0.051
O94973	P08617	0.045
Q9NZ20	P08617	0.051
O00186	P08617	0.038
Q8TE23	P08617	0.052
O14843	P08617	0.091
Q15722	P08617	0.066
Q8NH41	P08617	0.058
P29371	P08617	0.047
Q14126	P08617	0.047
O00499	P08617	0.055
P34981	P08617	0.049
Q8NH73	P08617	0.046
Q9HBG7	P08617	0.051
Q969L2	P08617	0.081
P01814	P08617	0.059
P11229	P08617	0.054
Q8NGL1	P08617	0.053
Q9NR71	P08617	0.055
P18564	P08617	0.053
P29322	P08617	0.057
P51674	P08617	0.051
A0A0C4DH34	P08617	0.074
P01737	P08617	0.051
P43403	P08617	0.073
A0A075B6V5	P08617	0.060
Q29980	P08617	0.066
Q9UI33	P08617	0.037
Q9UBH6	P08617	0.070
Q9Y6W8	P08617	0.073
P13861	P08617	0.105
P80723	P08617	0.067
P19022	P08617	0.049
P01111	P08617	0.068
O75899	P08617	0.082
P26992	P08617	0.067
P34969	P08617	0.069
Q96J02	P08617	0.066
P41181	P08617	0.072
Q9UGF6	P08617	0.058
Q9ULC0	P08617	0.049
P43489	P08617	0.099
Q9HCN6	P08617	0.043
Q14CN2	P08617	0.037
P29320	P08617	0.066
Q86UT5	P08617	0.053
P51153	P08617	0.075
P41586	P08617	0.081
Q92743	P08617	0.062
P21453	P08617	0.049
P25025	P08617	0.075
P56559	P08617	0.075
O43315	P08617	0.087
P16422	P08617	0.062
Q8N6Q3	P08617	0.059
Q8IYS5	P08617	0.097
Q7Z2H8	P08617	0.115
Q9NY26	P08617	0.071
Q8NC96	P08617	0.071
Q9Y5U5	P08617	0.071
Q8NBP7	P08617	0.039
Q9BYF1	P08617	0.049
Q9NQS5	P08617	0.053
P40259	P08617	0.075
P31641	P08617	0.058
Q8NGG0	P08617	0.061
P23634	P08617	0.061
O43557	P08617	0.089
Q9BY15	P08617	0.050
Q86VE9	P08617	0.043
Q13153	P08617	0.044
Q6W5P4	P08617	0.053
Q5IJ48	P08617	0.041
P03979	P08617	0.067
Q9ULV1	P08617	0.059
P40189	P08617	0.040
A0A0B4J1X5	P08617	0.122
Q9Y6Y9	P08617	0.073
Q14982	P08617	0.038
Q01959	P08617	0.042
O43603	P08617	0.056
Q03135	P08617	0.062
P32245	P08617	0.065
Q9Y5L3	P08617	0.057
P46092	P08617	0.087
O43653	P08617	0.087
Q14247	P08617	0.057
Q13733	P08617	0.055
P46094	P08617	0.075
A0A0J9YXX1	P08617	0.072
P08637	P08617	0.093
P62070	P08617	0.079
Q8IZF2	P08617	0.053
P38567	P08617	0.068
Q9P2J2	P08617	0.035
P35408	P08617	0.062
P55286	P08617	0.041
P08575	P08617	0.063
P08138	P08617	0.065
Q6PCB8	P08617	0.083
O43511	P08617	0.048
P34998	P08617	0.049
Q13177	P08617	0.049
P43115	P08617	0.047
P30825	P08617	0.060
O60235	P08617	0.054
P21917	P08617	0.063
Q06418	P08617	0.047
Q13530	P08617	0.067
Q16653	P08617	0.097
A0A075B6J9	P08617	0.134
Q02246	P08617	0.050
P16452	P08617	0.074
Q9BXM0	P08617	0.041
P78310	P08617	0.054
O60896	P08617	0.098
P68104	P08617	0.051
Q4U2R8	P08617	0.037
P23229	P08617	0.044
Q9UBS5	P08617	0.074
Q9BZ76	P08617	0.033
P37173	P08617	0.081
Q6UXZ3	P08617	0.045
Q8NFK1	P08617	0.077
Q8NCT1	P08617	0.055
Q5VWK5	P08617	0.049
Q01628	P08617	0.073
Q6ZTQ4	P08617	0.042
P32247	P08617	0.089
Q96DA2	P08617	0.055
P51148	P08617	0.065
Q86UN3	P08617	0.055
P49146	P08617	0.063
Q9BZM5	P08617	0.116
P28336	P08617	0.040
Q4KMG0	P08617	0.043
Q92673	P08617	0.045
Q96L33	P08617	0.055
A0A075B6R9	P08617	0.100
Q9Y5Y9	P08617	0.053
Q7Z553	P08617	0.067
P31994	P08617	0.082
Q9BY67	P08617	0.040
P0DP03	P08617	0.125
Q8NGL2	P08617	0.071
Q969V1	P08617	0.067
P09693	P08617	0.054
Q08722	P08617	0.059
P06239	P08617	0.054
Q4V9L6	P08617	0.055
P51582	P08617	0.070
P01848	P08617	0.063
P14672	P08617	0.057
A8MXK1	P08617	0.065
Q99519	P08617	0.051
P0DQD5	P08617	0.065
P32241	P08617	0.053
Q8IZY2	P08617	0.054
P57739	P08617	0.054
O60931	P08617	0.085
P0DP01	P08617	0.075
P01889	P08617	0.124
Q16602	P08617	0.063
Q13237	P08617	0.057
Q9NY84	P08617	0.046
P61073	P08617	0.068
Q96JP9	P08617	0.045
P31997	P08617	0.054
Q16581	P08617	0.057
P01834	P08617	0.055
Q8NGU1	P08617	0.097
Q14964	P08617	0.069
P46531	P08617	0.042
Q96RI0	P08617	0.055
Q9UM01	P08617	0.094
P20023	P08617	0.049
O43614	P08617	0.054
O76050	P08617	0.080
P22607	P08617	0.043
P06213	P08617	0.040
Q9GZY6	P08617	0.067
P32238	P08617	0.076
P14410	P08617	0.059
Q8IWT1	P08617	0.052
Q9UMX0	P08617	0.039
